sample_id,phase,split,action,category,n_picks,has_correct_pick,all_picks_correct,min_cal_conf,max_cal_conf,reason_codes
XO.LD38..HH.2018.05.29.16.20.11,S,holdout,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.861,0.955,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA32..HH.2018.05.29.23.28.31,P,main,FUSE,AUTO_FUSE,3,True,True,0.837,0.916,FUSE_CONSENSUS_CLUSTER
XO.LT09..HH.2018.05.28.09.24.23,P,holdout,FUSE,AUTO_FUSE,2,True,True,0.854,0.946,FUSE_CONSENSUS_CLUSTER
XO.LT09..HH.2018.05.28.09.24.23,S,holdout,FUSE,AUTO_FUSE,3,True,True,0.81,0.946,FUSE_CONSENSUS_CLUSTER
XO.LA29..HH.2018.05.28.09.24.23,P,main,FUSE,AUTO_FUSE,3,True,True,0.853,0.923,FUSE_CONSENSUS_CLUSTER
XO.LA29..HH.2018.05.28.09.24.23,S,main,FUSE,AUTO_FUSE,3,True,True,0.853,0.923,FUSE_CONSENSUS_CLUSTER
XO.LA32..HH.2018.05.28.09.24.25,P,main,FUSE,AUTO_FUSE,3,True,True,0.805,0.854,FUSE_CONSENSUS_CLUSTER
XO.LA32..HH.2018.05.28.09.24.25,S,main,FUSE,AUTO_FUSE,3,True,True,0.805,0.854,FUSE_CONSENSUS_CLUSTER
XO.LT06..HH.2018.05.28.18.47.03,P,holdout,FUSE,AUTO_FUSE,3,True,True,0.789,0.913,FUSE_CONSENSUS_CLUSTER
XO.LT06..HH.2018.05.28.18.47.03,S,holdout,FUSE,AUTO_FUSE,3,True,True,0.789,0.913,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.05.28.22.01.04,P,main,FUSE,AUTO_FUSE,3,True,True,0.854,0.934,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.05.28.22.01.04,S,main,FUSE,AUTO_FUSE,3,True,True,0.854,0.934,FUSE_CONSENSUS_CLUSTER
XO.LD38..HH.2018.05.27.04.41.02,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,True,True,0.833,0.844,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA21..HH.2018.05.27.04.41.09,P,main,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,3,False,False,0.58,0.916,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LA21..HH.2018.05.27.04.41.09,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,1,True,True,0.802,0.802,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA25..HH.2018.05.27.04.41.28,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.704,0.838,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LD40..HH.2018.05.27.15.40.08,S,holdout,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,False,False,0.668,0.838,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD40..HH.2018.05.27.17.21.08,S,holdout,ROUTE,AUTO_ROUTE,3,True,True,0.816,0.888,ONLY_SURVIVOR_PhaseNet
XO.LT13..HH.2018.05.27.23.08.14,P,main,FUSE,AUTO_FUSE,3,True,True,0.845,0.941,FUSE_CONSENSUS_CLUSTER
XO.LT13..HH.2018.05.27.23.08.14,S,main,FUSE,AUTO_FUSE,3,True,True,0.845,0.941,FUSE_CONSENSUS_CLUSTER
XO.LT07..HH.2018.05.24.21.33.57,P,main,FUSE,AUTO_FUSE,3,True,True,0.826,0.872,FUSE_CONSENSUS_CLUSTER
XO.LD36..HH.2018.05.22.02.27.39,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,False,0.805,0.899,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD36..HH.2018.05.22.02.27.39,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.805,0.899,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT16..HH.2018.05.22.12.36.22,P,main,FUSE,AUTO_FUSE,3,True,True,0.835,0.923,FUSE_CONSENSUS_CLUSTER
XO.LT10..HH.2018.05.18.16.34.36,P,main,FUSE,AUTO_FUSE,3,True,True,0.864,0.957,FUSE_CONSENSUS_CLUSTER
XO.LT10..HH.2018.05.18.16.34.36,S,main,FUSE,AUTO_FUSE,3,True,True,0.864,0.957,FUSE_CONSENSUS_CLUSTER
XO.LT10..HH.2018.05.16.21.10.06,P,holdout,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,3,True,True,0.698,0.827,MODEL_CONSENSUS|MODEL_OUTLIER_DETECTED|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LT10..HH.2018.05.16.21.10.06,S,holdout,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,3,True,True,0.698,0.827,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LD36..HH.2018.05.15.12.37.51,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,False,False,0.675,0.824,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD36..HH.2018.05.15.12.37.51,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,False,False,0.659,0.675,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT17..HH.2018.06.01.15.49.14,P,main,FUSE,AUTO_FUSE,3,True,False,0.846,0.87,FUSE_CONSENSUS_CLUSTER
XO.LT17..HH.2018.06.01.15.49.14,S,main,FUSE,AUTO_FUSE,3,True,True,0.846,0.87,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.01.17.32.37,S,main,FUSE,AUTO_FUSE,3,True,True,0.818,0.888,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.06.01.18.12.44,P,main,FUSE,AUTO_FUSE,3,True,True,0.721,0.878,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.01.18.41.12,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.826,0.937,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA39..HH.2018.06.01.18.41.15,P,main,FUSE,AUTO_FUSE,4,True,True,0.704,0.952,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.01.18.41.15,S,main,FUSE,AUTO_FUSE,4,True,False,0.704,0.952,FUSE_CONSENSUS_CLUSTER
XO.LA23..HH.2018.06.01.18.42.04,S,main,FUSE,AUTO_FUSE,3,True,True,0.692,0.819,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.01.22.02.14,P,main,FUSE,AUTO_FUSE,3,True,True,0.854,0.954,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.01.22.02.14,S,main,FUSE,AUTO_FUSE,3,True,True,0.854,0.954,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.06.01.22.02.35,P,main,FUSE,AUTO_FUSE,3,True,True,0.828,0.87,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.06.01.22.02.35,S,main,FUSE,AUTO_FUSE,3,True,True,0.828,0.87,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.01.18.36.01,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.766,0.829,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA25..HH.2018.06.01.20.34.52,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,True,True,0.911,0.946,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA25..HH.2018.06.01.20.34.52,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.474,0.946,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT13..HH.2018.06.01.20.34.56,P,holdout,FUSE,AUTO_FUSE,3,True,True,0.841,0.932,FUSE_CONSENSUS_CLUSTER
XO.LT13..HH.2018.06.01.20.34.56,S,holdout,FUSE,AUTO_FUSE,3,True,True,0.841,0.932,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.06.01.20.35.06,S,main,FUSE,AUTO_FUSE,3,True,True,0.853,0.889,FUSE_CONSENSUS_CLUSTER
XO.LA28..HH.2018.06.01.20.35.12,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.444,0.867,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT16..HH.2018.06.01.20.34.51,P,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.736,0.934,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LA39..HH.2018.06.01.21.46.51,S,main,FUSE,AUTO_FUSE,3,True,False,0.698,0.857,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.06.02.13.39.17,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,False,False,0.71,0.832,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD40..HH.2018.06.02.15.35.07,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.83,0.873,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD40..HH.2018.06.02.15.35.07,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.83,0.873,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT01..HH.2018.06.02.15.44.09,S,main,FUSE,AUTO_FUSE,3,True,False,0.703,0.876,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.02.20.17.45,S,main,FUSE,AUTO_FUSE,3,True,True,0.739,0.792,FUSE_CONSENSUS_CLUSTER
XO.LT01..HH.2018.06.02.21.04.45,S,holdout,FUSE,AUTO_FUSE,3,False,False,0.58,0.888,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.02.13.10.54,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.838,0.894,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT04..HH.2018.06.02.19.17.37,S,main,FUSE,AUTO_FUSE,3,True,True,0.719,0.845,FUSE_CONSENSUS_CLUSTER
XO.LT06..HH.2018.06.03.04.44.01,P,main,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,3,True,True,0.523,0.83,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LT06..HH.2018.06.03.04.44.01,S,main,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,3,True,True,0.523,0.83,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LA39..HH.2018.06.03.07.11.07,P,main,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,4,True,True,0.689,0.945,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LA39..HH.2018.06.03.07.11.07,S,main,FUSE,AUTO_FUSE,3,True,True,0.861,0.945,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.03.16.09.02,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.703,0.83,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT01..HH.2018.06.03.16.08.35,P,main,FUSE,AUTO_FUSE,2,True,True,0.837,0.864,FUSE_CONSENSUS_CLUSTER
XO.LT01..HH.2018.06.03.16.08.35,S,main,FUSE,AUTO_FUSE,3,True,True,0.837,0.864,FUSE_CONSENSUS_CLUSTER
XO.LD38..HH.2018.06.03.21.07.13,P,holdout,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,4,True,True,0.591,0.945,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LD38..HH.2018.06.03.21.07.13,S,holdout,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.852,0.945,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD41..HH.2018.06.03.05.04.35,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,False,False,0.859,0.951,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD38..HH.2018.06.03.06.45.02,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,False,False,0.841,0.941,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT18..HH.2018.06.03.08.02.03,P,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,True,0.815,0.929,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LA29..HH.2018.06.03.08.02.25,P,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,2,False,False,0.773,0.836,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LD41..HH.2018.06.03.21.56.35,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,False,False,0.716,0.881,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD41..HH.2018.06.03.21.56.35,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,False,0.716,0.881,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT14..HH.2018.06.04.05.38.19,P,main,FUSE,AUTO_FUSE,4,True,True,0.574,0.953,FUSE_CONSENSUS_CLUSTER
XO.LT06..HH.2018.06.04.07.27.46,S,holdout,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,True,0.661,0.852,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LA39..HH.2018.06.04.08.53.49,P,main,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,4,True,True,0.681,0.954,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LA39..HH.2018.06.04.08.53.49,S,main,FUSE,AUTO_FUSE,3,True,True,0.852,0.954,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.04.08.53.55,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,False,False,0.736,0.838,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD40..HH.2018.06.04.08.53.55,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.736,0.838,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT01..HH.2018.06.04.08.53.58,P,main,FUSE,AUTO_FUSE,2,True,True,0.822,0.9,FUSE_CONSENSUS_CLUSTER
XO.LT01..HH.2018.06.04.08.53.58,S,main,FUSE,AUTO_FUSE,3,True,True,0.82,0.9,FUSE_CONSENSUS_CLUSTER
XO.LA25..HH.2018.06.04.11.08.53,P,holdout,FUSE,AUTO_FUSE,4,True,False,0.573,0.914,FUSE_CONSENSUS_CLUSTER
XO.LA25..HH.2018.06.04.11.08.53,S,holdout,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.83,0.914,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT06..HH.2018.06.04.11.08.54,S,main,FUSE,AUTO_FUSE,3,True,True,0.758,0.867,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.04.14.18.52,S,holdout,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.743,0.892,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD41..HH.2018.06.04.23.19.16,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.787,0.94,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT01..HH.2018.06.04.23.19.36,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.631,0.872,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT04..HH.2018.06.04.07.08.50,S,main,FUSE,AUTO_FUSE,3,True,True,0.809,0.855,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.04.09.04.57,P,holdout,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,4,True,False,0.669,0.92,MODEL_CONSENSUS|MODEL_OUTLIER_DETECTED|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LA39..HH.2018.06.04.09.04.57,S,holdout,FUSE,AUTO_FUSE,3,True,False,0.815,0.92,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.04.09.06.39,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.531,0.898,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT01..HH.2018.06.04.11.30.33,S,main,FUSE,AUTO_FUSE,3,True,True,0.728,0.804,FUSE_CONSENSUS_CLUSTER
XO.LT17..HH.2018.06.05.18.26.28,P,holdout,FUSE,AUTO_FUSE,3,True,True,0.831,0.94,FUSE_CONSENSUS_CLUSTER
XO.LT17..HH.2018.06.05.18.26.28,S,holdout,FUSE,AUTO_FUSE,3,True,True,0.831,0.94,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.05.13.17.40,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.752,0.784,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA39..HH.2018.06.05.14.06.23,P,holdout,FUSE,AUTO_FUSE,3,True,True,0.84,0.937,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.05.14.06.23,S,holdout,FUSE,AUTO_FUSE,3,True,True,0.84,0.937,FUSE_CONSENSUS_CLUSTER
XO.LD36..HH.2018.06.05.15.48.02,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.816,0.878,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD36..HH.2018.06.05.15.48.02,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.816,0.878,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD41..HH.2018.06.05.15.48.13,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.841,0.933,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD38..HH.2018.06.06.02.46.26,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,False,0.82,0.907,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT07..HH.2018.06.06.09.33.43,P,main,FUSE,AUTO_FUSE,3,True,True,0.838,0.848,FUSE_CONSENSUS_CLUSTER
XO.LT07..HH.2018.06.06.09.33.43,S,main,FUSE,AUTO_FUSE,3,True,True,0.838,0.848,FUSE_CONSENSUS_CLUSTER
XO.LT01..HH.2018.06.07.03.06.19,S,main,FUSE,AUTO_FUSE,3,True,False,0.799,0.848,FUSE_CONSENSUS_CLUSTER
XO.LT04..HH.2018.06.07.03.06.30,S,main,FUSE,AUTO_FUSE,3,True,True,0.856,0.901,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.07.08.49.44,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,False,0.773,0.836,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD40..HH.2018.06.07.08.49.44,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,False,0.773,0.836,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT20..HH.2018.06.07.12.05.57,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,False,False,0.776,0.837,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT20..HH.2018.06.07.12.05.57,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.761,0.837,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD38..HH.2018.06.07.16.10.19,S,holdout,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,False,0.845,0.924,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT04..HH.2018.06.07.00.12.59,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,2,True,False,0.674,0.806,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LD40..HH.2018.06.07.01.10.09,S,holdout,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.648,0.792,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT01..HH.2018.06.07.04.18.38,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.614,0.83,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT01..HH.2018.06.07.05.19.07,S,main,ABSTAIN,CONSENSUS_WITHOUT_ADMISSIBLE_FUSION,3,True,True,0.684,0.811,MODEL_CONSENSUS|FUSION_CALIBRATED_CONFIDENCE_BELOW_FLOOR|FUSION_NOT_ALLOWED|CONSENSUS_WITHOUT_ADMISSIBLE_FUSION
XO.LT01..HH.2018.06.07.07.54.27,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.809,0.847,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LA39..HH.2018.06.07.09.02.11,P,main,FUSE,AUTO_FUSE,3,True,True,0.863,0.954,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.07.09.02.11,S,main,FUSE,AUTO_FUSE,3,True,True,0.863,0.954,FUSE_CONSENSUS_CLUSTER
XO.LT16..HH.2018.06.07.10.21.53,P,main,FUSE,AUTO_FUSE,3,True,True,0.858,0.939,FUSE_CONSENSUS_CLUSTER
XO.LT16..HH.2018.06.07.10.21.53,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.858,0.939,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT14..HH.2018.06.07.10.21.56,P,main,FUSE,AUTO_FUSE,3,True,True,0.835,0.953,FUSE_CONSENSUS_CLUSTER
XO.LD41..HH.2018.06.07.10.22.20,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.854,0.942,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT06..HH.2018.06.07.14.11.41,P,holdout,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.835,0.892,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT06..HH.2018.06.07.14.11.41,S,holdout,FUSE,AUTO_FUSE,3,True,True,0.835,0.892,FUSE_CONSENSUS_CLUSTER
XO.LA34..HH.2018.06.07.18.32.01,P,main,FUSE,AUTO_FUSE,3,True,True,0.857,0.952,FUSE_CONSENSUS_CLUSTER
XO.LA34..HH.2018.06.07.18.32.01,S,main,FUSE,AUTO_FUSE,3,True,True,0.857,0.952,FUSE_CONSENSUS_CLUSTER
XO.LA28..HH.2018.06.07.18.32.07,P,main,FUSE,AUTO_FUSE,3,True,True,0.849,0.943,FUSE_CONSENSUS_CLUSTER
XO.LA29..HH.2018.06.07.18.32.42,S,main,FUSE,AUTO_FUSE,3,True,True,0.827,0.898,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.07.20.53.26,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,False,0.76,0.838,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LT13..HH.2018.06.07.22.52.30,P,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.65,0.813,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LA39..HH.2018.06.09.08.03.20,S,main,FUSE,AUTO_FUSE,3,True,True,0.846,0.936,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.09.09.54.02,P,main,ROUTE,AUTO_ROUTE,3,True,False,0.828,0.915,ONLY_SURVIVOR_PhaseNet
XO.LD40..HH.2018.06.09.09.54.02,S,main,ROUTE,AUTO_ROUTE,3,False,False,0.828,0.915,ONLY_SURVIVOR_PhaseNet
XO.LD40..HH.2018.06.09.14.56.05,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.832,0.887,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LD40..HH.2018.06.09.14.56.05,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.832,0.887,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA39..HH.2018.06.09.08.43.43,P,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,2,True,False,0.878,0.897,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA39..HH.2018.06.09.08.43.43,S,main,FUSE,AUTO_FUSE,3,True,True,0.831,0.897,FUSE_CONSENSUS_CLUSTER
XO.LA39..HH.2018.06.09.09.39.43,S,main,FUSE,AUTO_FUSE,3,True,True,0.827,0.914,FUSE_CONSENSUS_CLUSTER
XO.LD40..HH.2018.06.09.12.03.23,S,main,ABSTAIN,INSUFFICIENT_EVIDENCE_FOR_SELECTION,3,True,True,0.764,0.81,INSUFFICIENT_EVIDENCE_FOR_SELECTION
XO.LA39..HH.2018.06.09.16.14.01,S,main,FUSE,AUTO_FUSE,3,True,True,0.831,0.903,FUSE_CONSENSUS_CLUSTER
XO.LT18..HH.2018.06.09.17.49.02,P,main,FUSE,AUTO_FUSE,3,True,True,0.853,0.955,FUSE_CONSENSUS_CLUSTER
XO.LT18..HH.2018.06.09.17.49.02,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.853,0.955,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
XO.LT17..HH.2018.06.09.17.49.04,P,holdout,FUSE,AUTO_FUSE,3,True,True,0.865,0.95,FUSE_CONSENSUS_CLUSTER
XO.LT17..HH.2018.06.09.17.49.04,S,holdout,FUSE,AUTO_FUSE,3,True,True,0.865,0.95,FUSE_CONSENSUS_CLUSTER
XO.LA28..HH.2018.06.09.23.45.12,S,main,ABSTAIN,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS,3,True,False,0.708,0.876,NO_DECISIVE_EVIDENCE_BETWEEN_MODELS
